"Name","Team","W","L","ERA","G","GS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","playerid"
"Xavier Cedeno","Cubs","0","0","0.00","5","0","0","0","0","0","0","2.0","13","4","0","0","0","3","1","0","0","0","1","36"
"CC Sabathia","Yankees","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","2","404"
"Tommy Hunter","Phillies","0","0","0.00","5","0","0","0","0","1","0","5.1","18","2","0","0","0","0","0","0","0","0","5","1157"
"Clayton Kershaw","Dodgers","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","2036"
"Jhoulys Chacin","Red Sox","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","1","0","0","0","0","0","2608"
"Charlie Culberson","Braves","0","0","0.00","2","0","0","0","0","0","0","2.0","10","2","0","0","0","2","0","0","1","0","1","3298"
"Edinson Volquez","Rangers","0","0","0.00","7","0","0","0","0","1","0","6.2","23","4","0","0","0","2","0","0","0","0","4","3990"
"Russell Martin","Dodgers","0","0","0.00","4","0","0","0","0","0","0","4.0","13","2","0","0","0","0","0","0","0","0","2","4616"
"Pablo Sandoval","Giants","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","1","0","0","0","5409"
"Jesus Sucre","Orioles","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","5942"
"Ian Kinsler","Padres","0","0","0.00","1","0","0","0","0","0","0","1.0","6","1","0","0","0","2","0","1","0","0","0","6195"
"Dellin Betances","Yankees","0","0","0.00","1","0","0","0","0","0","0","0.2","2","0","0","0","0","0","0","0","0","0","2","6216"
"Sean Rodriguez","Phillies","0","0","0.00","2","0","0","0","0","0","0","1.1","4","0","0","0","0","0","0","0","0","0","1","6589"
"JB Shuck","Pirates","0","0","0.00","1","0","0","0","0","0","0","1.0","5","1","0","0","0","1","0","0","0","0","0","6677"
"Ian Desmond","Rockies","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","0","6885"
"Caleb Joseph","Diamondbacks","0","0","0.00","2","0","0","0","0","0","0","1.1","4","0","0","0","0","0","0","0","0","0","0","7087"
"Ben Zobrist","Cubs","0","0","0.00","1","0","0","0","0","0","0","1.0","5","0","0","0","0","2","0","0","0","0","1","7435"
"Gio Gonzalez","Brewers","1","0","0.00","2","0","0","0","0","0","0","6.1","23","3","0","0","0","1","0","0","0","0","7","7448"
"Max Stassi","Astros","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","10059"
"Aaron Loup","Padres","0","0","0.00","4","0","0","0","0","1","0","3.1","14","2","0","0","0","1","0","1","0","0","5","10343"
"Jedd Gyorko","Cardinals","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","1","10816"
"Asher Wojciechowski","Orioles","0","0","0.00","1","0","0","0","0","0","0","0.2","3","1","0","0","0","0","0","0","1","0","2","10836"
"Ryan O'Rourke","Mets","0","0","0.00","2","0","0","0","0","0","0","1.1","6","0","0","0","0","3","0","0","0","0","1","10976"
"Bryan Holaday","Marlins","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","11287"
"Jose Quintana","Cubs","0","0","0.00","1","0","0","0","0","0","0","4.0","20","5","2","0","0","3","0","0","0","0","8","11423"
"Nick Martini","Athletics","0","0","0.00","1","0","0","0","0","0","0","1.0","5","0","0","0","0","2","0","0","0","0","1","12005"
"Chris Bassitt","Athletics","0","0","0.00","3","0","0","0","0","0","0","5.0","19","1","0","0","0","2","0","1","0","0","9","12304"
"Nathan Karns","Orioles","0","0","0.00","2","0","0","0","0","0","0","1.1","8","3","0","0","0","0","0","1","0","0","0","12638"
"Taylor Davis","Cubs","0","0","0.00","1","0","0","0","0","0","0","1.0","6","3","0","0","0","0","0","0","0","0","0","12782"
"Danny Hultzen","Cubs","0","0","0.00","6","0","0","0","0","0","0","3.1","18","4","0","0","0","2","0","1","0","0","5","12874"
"Joe Musgrove","Pirates","0","0","0.00","1","0","0","0","0","1","0","2.0","6","0","0","0","0","0","0","0","0","0","1","12970"
"Matt Carasiti","Mariners","0","0","0.00","6","0","0","0","0","0","0","5.1","20","2","0","0","0","3","0","0","3","0","5","13276"
"Luke Maile","Blue Jays","0","0","0.00","2","0","0","0","0","0","0","2.0","8","1","0","0","0","0","0","1","0","0","3","13355"
"Steven Matz","Mets","0","0","0.00","2","0","0","0","0","1","0","1.0","6","3","0","0","0","0","0","0","0","0","0","13361"
"Jose Peraza","Reds","0","0","0.00","2","0","0","0","0","0","0","1.1","4","1","0","0","0","0","0","0","0","0","0","13593"
"Jacob Stallings","Pirates","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","13723"
"Max Fried","Braves","0","0","0.00","3","0","0","0","0","0","0","5.1","19","1","0","0","0","3","0","0","0","0","5","13743"
"Kevin Plawecki","Indians","0","0","0.00","2","0","0","0","0","0","0","2.0","6","0","0","0","0","0","0","0","0","0","0","13807"
"Jose Rondon","White Sox","0","0","0.00","1","0","0","0","0","0","0","1.0","5","2","0","0","0","0","0","0","0","0","0","14140"
"Daniel Robertson","Rays","0","0","0.00","1","0","0","0","0","0","0","1.0","3","1","0","0","0","0","0","0","0","0","0","14145"
"Matt Ramsey","Angels","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","14460"
"Kyle Farmer","Reds","0","0","0.00","1","0","0","0","0","0","0","1.1","5","1","0","0","0","0","0","0","0","0","0","14813"
"Jon Gray","Rockies","0","0","0.00","1","0","0","0","0","0","0","0.1","4","0","0","0","0","3","2","0","0","0","0","14916"
"Austin Voth","Nationals","0","0","0.00","1","0","0","0","0","0","0","2.1","9","2","0","0","0","0","0","0","0","0","4","15047"
"Cole Sulser","Rays","0","0","0.00","7","0","0","0","0","0","0","7.1","29","5","0","0","0","3","0","0","0","0","9","15256"
"Donnie Hart","- - -","0","0","0.00","5","0","0","0","0","0","0","7.2","29","4","0","0","0","4","1","0","0","0","3","15306"
"Dario Agrazal","Pirates","0","0","0.00","1","0","0","0","0","0","0","2.0","6","0","0","0","0","0","0","0","0","0","1","15821"
"Chris Ellis","Royals","0","0","0.00","1","0","0","0","0","0","0","1.0","5","1","0","0","0","1","0","0","0","0","0","16125"
"A.J. Reed","White Sox","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","16246"
"Joseph Palumbo","Rangers","0","0","0.00","3","0","0","0","0","0","0","6.0","22","1","0","0","0","2","0","0","0","0","7","17035"
"Domingo German","Yankees","2","0","0.00","3","0","0","0","0","0","0","8.1","32","3","0","0","0","2","0","1","0","0","11","17149"
"Jose Castillo","Padres","0","0","0.00","1","0","0","0","0","0","0","0.2","4","0","0","0","0","1","0","1","1","0","2","17169"
"Art Warren","Mariners","1","0","0.00","6","0","0","0","0","1","0","5.1","21","2","0","0","0","2","0","0","1","0","5","18251"
"Alex Young","Diamondbacks","0","0","0.00","2","0","0","0","0","0","0","6.1","23","4","0","0","0","0","0","1","0","0","2","18333"
"Conner Menez","Giants","0","0","0.00","5","0","0","0","0","0","0","4.1","19","2","0","0","0","4","0","0","2","0","8","19199"
"Dakota Hudson","Cardinals","0","0","0.00","1","0","0","0","1","0","0","0.2","3","0","0","0","0","1","0","0","0","0","0","19206"
"Eric Lauer","Padres","0","0","0.00","1","0","0","0","0","0","0","1.1","5","2","0","0","0","0","0","0","0","0","1","19316"
"Jorge Alcala","Twins","0","0","0.00","2","0","0","0","0","0","0","1.2","7","1","0","0","0","1","0","0","0","0","1","19459"
"Michael King","Yankees","0","0","0.00","1","0","0","0","0","0","0","2.0","9","2","1","0","0","0","0","0","0","0","1","19853"
"Brendan McKay","Rays","0","0","0.00","2","0","0","0","0","0","0","2.1","10","2","0","0","0","1","0","0","0","0","3","20186"
"Brent Suter","Brewers","4","0","0.49","9","0","0","0","0","2","0","18.1","65","10","1","1","1","1","0","0","0","0","15","13942"
"Trevor Richards","- - -","2","0","0.75","7","0","0","0","0","1","0","12.0","51","9","3","1","1","5","0","0","0","0","12","19309"
"Cal Quantrill","Padres","2","0","0.79","5","0","0","0","0","1","0","11.1","43","6","1","1","0","4","1","0","0","0","11","19312"
"Randy Dobnak","Twins","0","0","1.00","4","0","0","0","1","0","0","9.0","41","14","3","1","1","0","0","0","0","0","7","23798"
"Tyler Rogers","Giants","2","0","1.02","17","0","0","0","0","5","2","17.2","70","12","3","2","0","3","0","1","1","0","16","15541"
"Bryan Abreu","Astros","0","0","1.04","7","0","0","0","0","0","0","8.2","32","4","1","1","0","3","0","0","0","0","13","16609"
"John Means","Orioles","2","0","1.17","4","0","0","0","0","0","0","7.2","32","5","1","1","1","3","0","1","0","0","13","16269"
"Keynan Middleton","Angels","0","0","1.17","11","0","0","0","0","0","0","7.2","33","4","1","1","0","7","0","0","1","0","6","15264"
"Kirby Yates","Padres","0","5","1.19","60","0","0","0","41","0","3","60.2","243","41","14","8","2","13","1","7","2","0","101","9073"
"Ben Heller","Yankees","0","0","1.23","6","0","0","0","0","0","0","7.1","28","6","1","1","1","3","1","0","0","0","9","15100"
"Jacob Webb","Braves","4","0","1.39","36","0","0","0","2","9","2","32.1","131","24","10","5","4","12","0","1","3","0","28","19274"
"Cody Reed","Reds","0","0","1.42","3","0","0","0","0","0","0","6.1","25","6","1","1","0","1","1","0","1","0","7","15232"
"Hunter Harvey","Orioles","1","0","1.42","7","0","0","0","0","1","1","6.1","26","3","1","1","1","4","0","0","0","0","11","15507"
"Adrian Houser","Brewers","4","0","1.47","17","0","0","0","0","1","0","30.2","115","18","6","5","2","11","1","0","0","0","33","12718"
"Kevin Ginkel","Diamondbacks","3","0","1.48","25","0","0","0","2","8","0","24.1","96","15","7","4","2","9","0","0","2","0","28","19876"
"Pedro Payano","Rangers","1","0","1.50","2","0","0","0","0","0","0","6.0","22","3","1","1","0","2","0","0","0","0","7","18313"
"Jesus Luzardo","Athletics","0","0","1.50","6","0","0","0","2","2","0","12.0","46","5","2","2","1","3","0","1","2","0","16","19959"
"Will Harris","Astros","4","1","1.50","68","0","0","0","4","26","1","60.0","229","42","14","10","6","14","0","0","3","0","62","3192"
"Jose Rodriguez","Angels","0","0","1.53","8","0","0","0","0","0","0","17.2","73","13","3","3","3","10","0","0","0","0","12","17860"
"Zach Eflin","Phillies","0","0","1.59","4","0","0","0","0","0","0","5.2","22","3","1","1","1","3","0","0","0","0","7","13774"
"Liam Hendriks","Athletics","4","4","1.63","73","0","0","0","25","8","7","83.0","322","58","16","15","5","19","5","2","7","0","122","3548"
"Felipe Vazquez","Pirates","5","1","1.65","56","0","0","0","28","0","3","60.0","236","43","12","11","5","13","0","4","3","0","90","12076"
"James Karinchak","Indians","0","0","1.69","5","0","0","0","0","0","0","5.1","22","3","1","1","0","1","0","0","2","0","8","20151"
"Darren O'Day","Braves","0","0","1.69","8","0","0","0","0","0","0","5.1","21","3","1","1","0","1","0","1","0","0","6","3321"
"James Pazos","Rockies","0","0","1.74","12","0","0","0","0","3","0","10.1","39","7","2","2","1","4","1","0","0","0","10","13323"
"J.A. Happ","Yankees","0","0","1.80","1","0","0","0","0","0","0","5.0","19","4","1","1","0","1","0","0","1","0","6","7410"
"Joe Smith","Astros","1","0","1.80","28","0","0","0","0","4","1","25.0","96","19","6","5","2","5","0","0","0","0","22","3281"
"Jared Walsh","Angels","0","0","1.80","5","0","0","0","0","0","0","5.0","23","3","1","1","0","6","0","0","0","0","5","18607"
"Ken Giles","Blue Jays","2","3","1.87","53","0","0","0","23","0","1","53.0","208","36","11","11","5","17","1","0","2","0","83","12910"
"Brandon Workman","Red Sox","10","1","1.88","73","0","0","0","16","15","6","71.2","286","29","18","15","1","45","4","2","4","1","104","11428"
"Drew Pomeranz","- - -","0","1","1.88","28","0","0","0","2","12","0","28.2","106","16","6","6","3","8","0","0","0","0","50","11426"
"Adam Ottavino","Yankees","6","5","1.90","73","0","0","0","2","28","7","66.1","283","47","17","14","5","40","3","2","3","1","88","1247"
"Zack Britton","Yankees","3","1","1.91","66","0","0","0","3","29","4","61.1","245","38","13","13","3","32","1","1","3","0","53","3240"
"Jeremy Walker","Braves","0","0","1.93","6","0","0","0","0","0","0","9.1","38","9","2","2","0","4","0","0","0","0","6","19981"
"Rogelio Armenteros","Astros","0","0","2.00","3","0","0","0","1","0","0","9.0","37","8","3","2","1","2","0","0","0","0","9","17679"
"Julio Urias","Dodgers","3","2","2.01","29","0","0","0","4","5","1","49.1","200","33","15","11","4","19","1","3","1","1","48","14765"
"Keone Kela","Pirates","2","0","2.12","32","0","0","0","1","6","4","29.2","119","19","7","7","3","11","0","1","1","0","33","14696"
"Aaron Bummer","White Sox","0","0","2.13","58","0","0","0","1","27","2","67.2","262","43","17","16","4","24","2","3","4","0","60","16258"
"James Hoyt","Indians","0","0","2.16","8","0","0","0","0","1","0","8.1","32","6","2","2","2","2","0","0","0","0","10","14605"
"Casey Sadler","- - -","4","0","2.17","32","0","0","0","1","2","1","45.2","190","40","13","11","5","13","2","4","0","0","30","11209"
"Aroldis Chapman","Yankees","3","2","2.21","60","0","0","0","37","0","5","57.0","235","38","18","14","3","25","0","1","6","0","85","10233"
"Arodys Vizcaino","Braves","1","0","2.25","4","0","0","0","1","0","1","4.0","17","3","1","1","1","3","0","0","0","0","6","5498"
"Jose De Leon","Rays","1","0","2.25","3","0","0","0","0","0","0","4.0","21","3","2","1","0","3","1","2","1","0","7","15463"
"Scott Oberg","Rockies","6","1","2.25","49","0","0","0","5","8","3","56.0","223","39","18","14","5","23","2","0","3","0","58","13911"
"Jon Edwards","Indians","2","0","2.25","9","0","0","0","0","0","0","8.0","36","5","2","2","2","6","0","2","0","0","5","1483"
"Shane Greene","- - -","0","3","2.30","65","0","0","0","23","10","5","62.2","252","46","22","16","8","17","1","3","0","0","64","10756"
"Giovanny Gallegos","Cardinals","3","2","2.31","66","0","0","0","1","19","3","74.0","279","44","19","19","9","16","2","3","3","1","93","14986"
"Emilio Pagan","Rays","4","2","2.31","66","0","0","0","20","7","8","70.0","267","45","19","18","12","13","1","1","3","0","96","14771"
"Eric Yardley","Padres","0","1","2.31","10","0","0","0","0","0","0","11.2","52","12","5","3","1","3","0","1","0","0","7","15538"
"Ryan Pressly","Astros","2","3","2.32","55","0","0","0","3","31","5","54.1","211","37","15","14","6","12","0","0","4","0","72","7005"
"Daniel Hudson","- - -","9","3","2.38","68","0","0","0","8","11","4","72.0","299","54","24","19","8","27","2","4","2","0","70","7146"
"Tyler Clippard","Indians","1","0","2.38","50","0","0","0","0","8","0","56.2","220","34","15","15","7","15","0","6","3","0","59","5640"
"Luke Farrell","Rangers","1","0","2.38","8","0","0","0","0","0","0","11.1","41","5","3","3","3","3","0","0","0","0","12","15101"
"Ryan Eades","- - -","0","1","2.38","8","0","0","0","0","1","1","11.1","50","11","3","3","2","6","0","1","0","0","10","14808"
"Emmanuel Clase","Rangers","2","3","2.42","20","0","0","0","1","4","0","22.1","89","19","8","6","2","4","0","1","1","0","21","21032"
"Rowan Wick","Cubs","2","0","2.43","31","0","0","0","2","5","0","33.1","140","22","13","9","0","16","1","3","0","0","35","14646"
"Rafael Montero","Rangers","2","0","2.48","22","0","0","0","0","7","1","29.0","113","23","8","8","5","5","0","2","0","1","34","12760"
"Evan Marshall","White Sox","4","2","2.49","55","0","0","0","0","19","4","50.2","209","42","16","14","5","24","2","0","1","0","41","12297"
"Tyler Duffey","Twins","5","1","2.50","58","0","0","0","0","15","2","57.2","238","44","23","16","8","14","1","3","3","1","82","13758"
"Hansel Robles","Angels","5","1","2.51","70","0","0","0","23","2","4","71.2","280","58","20","20","6","16","1","0","4","1","74","11801"
"Justin Wilson","Mets","4","2","2.54","45","0","0","0","4","9","1","39.0","166","33","12","11","4","19","1","2","4","1","44","4301"
"Jose Urquidy","Astros","0","0","2.57","2","0","0","0","0","0","0","7.0","28","6","2","2","1","1","0","0","0","0","4","18413"
"Daniel Ponce de Leon","Cardinals","1","0","2.57","5","0","0","0","0","0","0","14.0","54","8","4","4","2","7","1","0","1","0","21","16110"
"Sam Tuivailala","Mariners","1","0","2.57","21","0","0","0","0","7","1","21.0","86","13","6","6","1","9","0","2","1","0","26","13485"
"Taylor Rogers","Twins","2","4","2.61","60","0","0","0","30","10","6","69.0","278","58","20","20","8","11","2","6","2","0","90","13449"
"Josh Hader","Brewers","3","5","2.62","61","0","0","0","37","6","7","75.2","289","41","24","22","15","20","2","4","0","0","138","14212"
"Roberto Osuna","Astros","4","3","2.63","66","0","0","0","38","0","6","65.0","253","45","20","19","8","12","0","2","1","0","73","13764"
"Connor Sadzeck","Mariners","0","1","2.66","20","0","0","0","1","1","1","23.2","107","18","10","7","3","15","1","2","4","0","27","13483"
"Collin McHugh","Astros","1","1","2.67","27","0","0","0","0","4","0","33.2","142","26","11","10","3","16","0","0","0","0","40","7531"
"Zack Littell","Twins","6","0","2.68","29","0","0","0","0","1","1","37.0","146","34","12","11","4","9","1","0","0","0","32","15823"
"Brandon Kintzler","Cubs","3","3","2.68","62","0","0","0","1","17","2","57.0","227","45","18","17","5","13","3","4","0","0","48","9939"
"Seth Lugo","Mets","7","4","2.70","61","0","0","0","6","21","5","80.0","314","56","28","24","8","16","4","5","2","0","104","12447"
"Yusmeiro Petit","Athletics","5","3","2.71","80","0","0","0","0","29","1","83.0","308","57","25","25","11","10","0","0","2","0","71","4020"
"Will Smith","Giants","6","0","2.76","63","0","0","0","34","0","4","65.1","257","46","20","20","10","21","2","0","3","0","96","8048"
"Alex Colome","White Sox","4","5","2.80","62","0","0","0","30","0","3","61.0","249","42","28","19","7","23","2","1","4","0","55","6661"
"Nick Wittgren","Indians","5","1","2.81","55","0","0","0","4","12","2","57.2","231","47","22","18","10","15","1","0","0","0","60","15594"
"Alec Mills","Cubs","1","0","2.81","5","0","0","0","1","0","0","16.0","65","12","5","5","3","5","0","2","0","0","16","13834"
"Hector Rondon","Astros","3","1","2.85","61","0","0","0","0","19","3","60.0","248","51","19","19","10","19","0","3","0","0","47","2391"
"Reyes Moronta","Giants","3","7","2.86","56","0","0","0","0","15","5","56.2","246","41","19","18","4","33","1","3","3","0","70","14966"
"Aaron Brooks","- - -","1","0","2.89","11","0","0","0","0","0","0","28.0","111","18","9","9","4","6","0","4","1","0","23","12272"
"Hector Noesi","Marlins","0","0","2.89","8","0","0","0","0","0","0","9.1","37","10","3","3","1","2","0","0","1","0","9","3292"
"James Norwood","Cubs","0","1","2.89","9","0","0","0","0","0","0","9.1","44","9","4","3","1","8","0","0","1","0","11","16440"
"Jimmy Cordero","- - -","1","1","2.89","31","0","0","0","0","4","0","37.1","146","26","12","12","4","11","0","3","1","0","31","15690"
"Jason Adam","Blue Jays","3","0","2.91","23","0","0","0","0","4","1","21.2","91","15","8","7","1","10","1","3","1","2","18","11861"
"Michael Lorenzen","Reds","1","4","2.92","73","0","0","0","7","21","4","83.1","343","68","29","27","9","28","1","2","2","0","85","14843"
"Hector Neris","Phillies","3","6","2.93","68","0","0","0","28","2","6","67.2","275","45","24","22","10","24","1","6","2","2","89","11804"
"Trevor May","Twins","5","3","2.94","65","0","0","0","2","17","2","64.1","266","43","24","21","8","26","1","3","3","0","79","6398"
"Ryan Helsley","Cardinals","2","0","2.95","24","0","0","0","0","1","1","36.2","153","34","13","12","5","12","2","0","2","1","32","18138"
"Steve Cishek","Cubs","4","6","2.95","70","0","0","0","7","11","4","64.0","267","48","22","21","7","29","1","7","4","0","57","6483"
"Jandel Gustave","Giants","0","0","2.96","23","0","0","0","1","4","1","24.1","99","18","11","8","1","9","0","0","0","0","14","14665"
"Ryan Buchter","Athletics","1","1","2.98","64","0","0","0","0","12","4","45.1","198","42","16","15","8","23","2","2","1","0","50","9456"
"Hernan Perez","Brewers","0","0","3.00","3","0","0","0","0","0","0","3.0","11","2","1","1","1","2","0","0","0","0","1","5751"
"Aaron Slegers","Rays","0","0","3.00","1","0","0","0","1","0","0","3.0","12","3","1","1","1","0","0","1","0","0","0","15231"
"Masahiro Tanaka","Yankees","0","1","3.00","1","0","0","0","0","0","0","3.0","15","5","2","1","0","1","0","0","0","0","2","15764"
"Jefry Rodriguez","Indians","0","0","3.00","2","0","0","0","0","0","0","3.0","13","3","1","1","0","2","0","0","0","0","1","17018"
"Trent Thornton","Blue Jays","1","0","3.00","3","0","0","0","0","0","0","15.0","56","8","5","5","1","2","0","0","1","0","14","17948"
"Tony Gonsolin","Dodgers","2","0","3.00","5","0","0","0","1","0","0","12.0","48","6","4","4","1","5","0","1","1","0","13","19388"
"Kyle Wright","Braves","0","0","3.00","3","0","0","0","0","0","0","3.0","11","2","1","1","0","0","0","0","0","0","4","19665"
"Grant Dayton","Braves","0","1","3.00","14","0","0","0","0","1","1","12.0","51","12","5","4","4","4","0","0","0","0","14","11203"
"Jarlin Garcia","Marlins","4","2","3.02","53","0","0","0","0","6","1","50.2","206","40","17","17","4","16","2","2","4","0","39","18282"
"Sean Newcomb","Braves","6","3","3.04","51","0","0","0","1","16","2","53.1","223","43","20","18","8","19","1","3","3","0","57","16943"
"Ross Stripling","Dodgers","2","1","3.05","17","0","0","0","0","3","0","20.2","88","19","10","7","1","6","0","1","2","0","22","13273"
"Ariel Jurado","Rangers","2","2","3.07","14","0","0","0","0","1","0","29.1","119","29","16","10","4","5","1","0","1","0","15","17030"
"Archie Bradley","Diamondbacks","4","4","3.07","65","0","0","0","18","7","3","70.1","306","62","26","24","5","34","2","5","0","0","85","12918"
"Diego Castillo","Rays","5","7","3.08","59","0","0","0","8","17","2","61.1","256","48","26","21","6","26","4","5","5","0","74","17496"
"Kevin Gausman","Reds","0","1","3.10","14","0","0","0","0","2","0","20.1","82","18","8","7","2","5","1","1","0","0","27","14107"
"Pedro Baez","Dodgers","7","2","3.10","71","0","0","0","1","25","6","69.2","276","43","30","24","6","23","1","4","0","0","69","5420"
"David Hale","Yankees","3","0","3.11","20","0","0","0","2","0","0","37.2","157","39","13","13","2","7","1","1","2","0","23","9756"
"Josh Taylor","Red Sox","2","2","3.11","51","0","0","0","0","4","1","46.1","188","39","17","16","5","14","1","2","3","0","60","17359"
"Tim Collins","Cubs","0","0","3.12","9","0","0","0","0","0","0","8.2","38","9","3","3","1","3","0","0","0","0","4","3164"
"Cody Stashak","Twins","0","1","3.13","17","0","0","0","0","1","0","23.0","96","27","8","8","2","1","0","1","0","0","23","18088"
"Jordan Hicks","Cardinals","2","2","3.14","29","0","0","0","14","3","1","28.2","110","16","10","10","2","11","0","1","2","0","31","19618"
"Ranger Suarez","Phillies","6","1","3.14","37","0","0","0","0","6","1","48.2","205","52","18","17","6","12","2","1","1","1","42","17277"
"Carlos Martinez","Cardinals","4","2","3.17","48","0","0","0","24","3","3","48.1","200","39","18","17","2","18","1","3","2","0","53","11682"
"A.J. Puk","Athletics","2","0","3.18","10","0","0","0","0","2","1","11.1","47","10","4","4","1","5","0","0","2","0","13","19343"
